season,match_date,match_date_orig,match_time,home_club_code,away_club_code,home_club_score,away_club_score
2018_2019,2017-12-22 00:00:00,22/12/2017,,ARS,LIV,3,3
2018_2019,2017-12-23 00:00:00,23/12/2017,,BHA,WAT,1,0
2018_2019,2017-12-23 00:00:00,23/12/2017,,BUR,TOT,0,3
2018_2019,2017-12-23 00:00:00,23/12/2017,,EVE,CHE,0,0
2018_2019,2017-12-23 00:00:00,23/12/2017,,LEI,MUN,2,2
2018_2019,2017-12-23 00:00:00,23/12/2017,,MCI,BOU,4,0
2018_2019,2017-12-23 00:00:00,23/12/2017,,SOU,HUD,1,1
2018_2019,2017-12-23 00:00:00,23/12/2017,,STK,WBA,3,1
2018_2019,2017-12-23 00:00:00,23/12/2017,,SWA,CRY,1,1
2018_2019,2017-12-23 00:00:00,23/12/2017,,WHU,NEW,2,3
2018_2019,2017-12-26 00:00:00,26/12/2017,,BOU,WHU,3,3
2018_2019,2017-12-26 00:00:00,26/12/2017,,CHE,BHA,2,0
2018_2019,2017-12-26 00:00:00,26/12/2017,,HUD,STK,1,1
2018_2019,2017-12-26 00:00:00,26/12/2017,,LIV,SWA,5,0
2018_2019,2017-12-26 00:00:00,26/12/2017,,MUN,BUR,2,2
2018_2019,2017-12-26 00:00:00,26/12/2017,,TOT,SOU,5,2
2018_2019,2017-12-26 00:00:00,26/12/2017,,WAT,LEI,2,1
2018_2019,2017-12-26 00:00:00,26/12/2017,,WBA,EVE,0,0
2018_2019,2017-12-27 00:00:00,27/12/2017,,NEW,MCI,0,1
2018_2019,2017-12-28 00:00:00,28/12/2017,,CRY,ARS,2,3
2018_2019,2017-12-30 00:00:00,30/12/2017,,BOU,EVE,2,1
2018_2019,2017-12-30 00:00:00,30/12/2017,,CHE,STK,5,0
2018_2019,2017-12-30 00:00:00,30/12/2017,,HUD,BUR,0,0
2018_2019,2017-12-30 00:00:00,30/12/2017,,LIV,LEI,2,1
2018_2019,2017-12-30 00:00:00,30/12/2017,,MUN,SOU,0,0
2018_2019,2017-12-30 00:00:00,30/12/2017,,NEW,BHA,0,0
2018_2019,2017-12-30 00:00:00,30/12/2017,,WAT,SWA,1,2
2018_2019,2017-12-31 00:00:00,31/12/2017,,CRY,MCI,0,0
2018_2019,2017-12-31 00:00:00,31/12/2017,,WBA,ARS,1,1
2018_2019,2018-01-01 00:00:00,01/01/2018,,BHA,BOU,2,2
2018_2019,2018-01-01 00:00:00,01/01/2018,,BUR,LIV,1,2
2018_2019,2018-01-01 00:00:00,01/01/2018,,EVE,MUN,0,2
2018_2019,2018-01-01 00:00:00,01/01/2018,,LEI,HUD,3,0
2018_2019,2018-01-01 00:00:00,01/01/2018,,STK,NEW,0,1
2018_2019,2018-01-02 00:00:00,02/01/2018,,MCI,WAT,3,1
2018_2019,2018-01-02 00:00:00,02/01/2018,,SOU,CRY,1,2
2018_2019,2018-01-02 00:00:00,02/01/2018,,SWA,TOT,0,2
2018_2019,2018-01-02 00:00:00,02/01/2018,,WHU,WBA,2,1
2018_2019,2018-01-03 00:00:00,03/01/2018,,ARS,CHE,2,2
2018_2019,2018-01-04 00:00:00,04/01/2018,,TOT,WHU,1,1
2018_2019,2018-01-13 00:00:00,13/01/2018,,CHE,LEI,0,0
2018_2019,2018-01-13 00:00:00,13/01/2018,,CRY,BUR,1,0
2018_2019,2018-01-13 00:00:00,13/01/2018,,HUD,WHU,1,4
2018_2019,2018-01-13 00:00:00,13/01/2018,,NEW,SWA,1,1
2018_2019,2018-01-13 00:00:00,13/01/2018,,TOT,EVE,4,0
2018_2019,2018-01-13 00:00:00,13/01/2018,,WAT,SOU,2,2
2018_2019,2018-01-13 00:00:00,13/01/2018,,WBA,BHA,2,0
2018_2019,2018-01-14 00:00:00,14/01/2018,,BOU,ARS,2,1
2018_2019,2018-01-14 00:00:00,14/01/2018,,LIV,MCI,4,3
2018_2019,2018-01-15 00:00:00,15/01/2018,,MUN,STK,3,0
2018_2019,2018-01-20 00:00:00,20/01/2018,,ARS,CRY,4,1
2018_2019,2018-01-20 00:00:00,20/01/2018,,BHA,CHE,0,4
2018_2019,2018-01-20 00:00:00,20/01/2018,,BUR,MUN,0,1
2018_2019,2018-01-20 00:00:00,20/01/2018,,EVE,WBA,1,1
2018_2019,2018-01-20 00:00:00,20/01/2018,,LEI,WAT,2,0
2018_2019,2018-01-20 00:00:00,20/01/2018,,MCI,NEW,3,1
2018_2019,2018-01-20 00:00:00,20/01/2018,,STK,HUD,2,0
2018_2019,2018-01-20 00:00:00,20/01/2018,,WHU,BOU,1,1
2018_2019,2018-01-21 00:00:00,21/01/2018,,SOU,TOT,1,1
2018_2019,2018-01-22 00:00:00,22/01/2018,,SWA,LIV,1,0
2018_2019,2018-01-30 00:00:00,30/01/2018,,HUD,LIV,0,3
2018_2019,2018-01-30 00:00:00,30/01/2018,,SWA,ARS,3,1
2018_2019,2018-01-30 00:00:00,30/01/2018,,WHU,CRY,1,1
2018_2019,2018-01-31 00:00:00,31/01/2018,,CHE,BOU,0,3
2018_2019,2018-01-31 00:00:00,31/01/2018,,EVE,LEI,2,1
2018_2019,2018-01-31 00:00:00,31/01/2018,,MCI,WBA,3,0
2018_2019,2018-01-31 00:00:00,31/01/2018,,NEW,BUR,1,1
2018_2019,2018-01-31 00:00:00,31/01/2018,,SOU,BHA,1,1
2018_2019,2018-01-31 00:00:00,31/01/2018,,STK,WAT,0,0
2018_2019,2018-01-31 00:00:00,31/01/2018,,TOT,MUN,2,0
2018_2019,2018-02-03 00:00:00,03/02/2018,,ARS,EVE,5,1
2018_2019,2018-02-03 00:00:00,03/02/2018,,BHA,WHU,3,1
2018_2019,2018-02-03 00:00:00,03/02/2018,,BOU,STK,2,1
2018_2019,2018-02-03 00:00:00,03/02/2018,,BUR,MCI,1,1
2018_2019,2018-02-03 00:00:00,03/02/2018,,LEI,SWA,1,1
2018_2019,2018-02-03 00:00:00,03/02/2018,,MUN,HUD,2,0
2018_2019,2018-02-03 00:00:00,03/02/2018,,WBA,SOU,2,3
2018_2019,2018-02-04 00:00:00,04/02/2018,,CRY,NEW,1,1
2018_2019,2018-02-04 00:00:00,04/02/2018,,LIV,TOT,2,2
2018_2019,2018-02-05 00:00:00,05/02/2018,,WAT,CHE,4,1
2018_2019,2018-02-10 00:00:00,10/02/2018,,EVE,CRY,3,1
2018_2019,2018-02-10 00:00:00,10/02/2018,,MCI,LEI,5,1
2018_2019,2018-02-10 00:00:00,10/02/2018,,STK,BHA,1,1
2018_2019,2018-02-10 00:00:00,10/02/2018,,SWA,BUR,1,0
2018_2019,2018-02-10 00:00:00,10/02/2018,,TOT,ARS,1,0
2018_2019,2018-02-10 00:00:00,10/02/2018,,WHU,WAT,2,0
2018_2019,2018-02-11 00:00:00,11/02/2018,,HUD,BOU,4,1
2018_2019,2018-02-11 00:00:00,11/02/2018,,NEW,MUN,1,0
2018_2019,2018-02-11 00:00:00,11/02/2018,,SOU,LIV,0,2
2018_2019,2018-02-12 00:00:00,12/02/2018,,CHE,WBA,3,0
2018_2019,2018-02-24 00:00:00,24/02/2018,,BHA,SWA,4,1
2018_2019,2018-02-24 00:00:00,24/02/2018,,BOU,NEW,2,2
2018_2019,2018-02-24 00:00:00,24/02/2018,,BUR,SOU,1,1
2018_2019,2018-02-24 00:00:00,24/02/2018,,LEI,STK,1,1
2018_2019,2018-02-24 00:00:00,24/02/2018,,LIV,WHU,4,1
2018_2019,2018-02-24 00:00:00,24/02/2018,,WAT,EVE,1,0
2018_2019,2018-02-24 00:00:00,24/02/2018,,WBA,HUD,1,2
2018_2019,2018-02-25 00:00:00,25/02/2018,,CRY,TOT,0,1
2018_2019,2018-02-25 00:00:00,25/02/2018,,MUN,CHE,2,1
2018_2019,2018-03-01 00:00:00,01/03/2018,,ARS,MCI,0,3
2018_2019,2018-03-03 00:00:00,03/03/2018,,BUR,EVE,2,1
2018_2019,2018-03-03 00:00:00,03/03/2018,,LEI,BOU,1,1
2018_2019,2018-03-03 00:00:00,03/03/2018,,LIV,NEW,2,0
2018_2019,2018-03-03 00:00:00,03/03/2018,,SOU,STK,0,0
2018_2019,2018-03-03 00:00:00,03/03/2018,,SWA,WHU,4,1
2018_2019,2018-03-03 00:00:00,03/03/2018,,TOT,HUD,2,0
2018_2019,2018-03-03 00:00:00,03/03/2018,,WAT,WBA,1,0
2018_2019,2018-03-04 00:00:00,04/03/2018,,BHA,ARS,2,1
2018_2019,2018-03-04 00:00:00,04/03/2018,,MCI,CHE,1,0
2018_2019,2018-03-05 00:00:00,05/03/2018,,CRY,MUN,2,3
2018_2019,2018-03-10 00:00:00,10/03/2018,,CHE,CRY,2,1
2018_2019,2018-03-10 00:00:00,10/03/2018,,EVE,BHA,2,0
2018_2019,2018-03-10 00:00:00,10/03/2018,,HUD,SWA,0,0
2018_2019,2018-03-10 00:00:00,10/03/2018,,MUN,LIV,2,1
2018_2019,2018-03-10 00:00:00,10/03/2018,,NEW,SOU,3,0
2018_2019,2018-03-10 00:00:00,10/03/2018,,WBA,LEI,1,4
2018_2019,2018-03-10 00:00:00,10/03/2018,,WHU,BUR,0,3
2018_2019,2018-03-11 00:00:00,11/03/2018,,ARS,WAT,3,0
2018_2019,2018-03-11 00:00:00,11/03/2018,,BOU,TOT,1,4
2018_2019,2018-03-12 00:00:00,12/03/2018,,STK,MCI,0,2
2018_2019,2018-03-17 00:00:00,17/03/2018,,BOU,WBA,2,1
2018_2019,2018-03-17 00:00:00,17/03/2018,,HUD,CRY,0,2
2018_2019,2018-03-17 00:00:00,17/03/2018,,LIV,WAT,5,0
2018_2019,2018-03-17 00:00:00,17/03/2018,,STK,EVE,1,2
2018_2019,2018-03-31 00:00:00,31/03/2018,,BHA,LEI,0,2
2018_2019,2018-03-31 00:00:00,31/03/2018,,CRY,LIV,1,2
2018_2019,2018-03-31 00:00:00,31/03/2018,,EVE,MCI,1,3
2018_2019,2018-03-31 00:00:00,31/03/2018,,MUN,SWA,2,0
2018_2019,2018-03-31 00:00:00,31/03/2018,,NEW,HUD,1,0
2018_2019,2018-03-31 00:00:00,31/03/2018,,WAT,BOU,2,2
2018_2019,2018-03-31 00:00:00,31/03/2018,,WBA,BUR,1,2
2018_2019,2018-03-31 00:00:00,31/03/2018,,WHU,SOU,3,0
2018_2019,2018-04-01 00:00:00,01/04/2018,,ARS,STK,3,0
2018_2019,2018-04-01 00:00:00,01/04/2018,,CHE,TOT,1,3
2018_2019,2018-04-07 00:00:00,07/04/2018,,BHA,HUD,1,1
2018_2019,2018-04-07 00:00:00,07/04/2018,,BOU,CRY,2,2
2018_2019,2018-04-07 00:00:00,07/04/2018,,EVE,LIV,0,0
2018_2019,2018-04-07 00:00:00,07/04/2018,,LEI,NEW,1,2
2018_2019,2018-04-07 00:00:00,07/04/2018,,MCI,MUN,2,3
2018_2019,2018-04-07 00:00:00,07/04/2018,,STK,TOT,1,2
2018_2019,2018-04-07 00:00:00,07/04/2018,,WAT,BUR,1,2
2018_2019,2018-04-07 00:00:00,07/04/2018,,WBA,SWA,1,1
2018_2019,2018-04-08 00:00:00,08/04/2018,,ARS,SOU,3,2
2018_2019,2018-04-08 00:00:00,08/04/2018,,CHE,WHU,1,1
2018_2019,2018-04-14 00:00:00,14/04/2018,,BUR,LEI,2,1
2018_2019,2018-04-14 00:00:00,14/04/2018,,CRY,BHA,3,2
2018_2019,2018-04-14 00:00:00,14/04/2018,,HUD,WAT,1,0
2018_2019,2018-04-14 00:00:00,14/04/2018,,LIV,BOU,3,0
2018_2019,2018-04-14 00:00:00,14/04/2018,,SOU,CHE,2,3
2018_2019,2018-04-14 00:00:00,14/04/2018,,SWA,EVE,1,1
2018_2019,2018-04-14 00:00:00,14/04/2018,,TOT,MCI,1,3
2018_2019,2018-04-15 00:00:00,15/04/2018,,MUN,WBA,0,1
2018_2019,2018-04-15 00:00:00,15/04/2018,,NEW,ARS,2,1
2018_2019,2018-04-16 00:00:00,16/04/2018,,WHU,STK,1,1
2018_2019,2018-04-17 00:00:00,17/04/2018,,BHA,TOT,1,1
2018_2019,2018-04-18 00:00:00,18/04/2018,,BOU,MUN,0,2
2018_2019,2018-04-19 00:00:00,19/04/2018,,BUR,CHE,1,2
2018_2019,2018-04-19 00:00:00,19/04/2018,,LEI,SOU,0,0
2018_2019,2018-04-21 00:00:00,21/04/2018,,WAT,CRY,0,0
2018_2019,2018-04-21 00:00:00,21/04/2018,,WBA,LIV,2,2
2018_2019,2018-04-22 00:00:00,22/04/2018,,ARS,WHU,4,1
2018_2019,2018-04-22 00:00:00,22/04/2018,,MCI,SWA,5,0
2018_2019,2018-04-22 00:00:00,22/04/2018,,STK,BUR,1,1
2018_2019,2018-04-23 00:00:00,23/04/2018,,EVE,NEW,1,0
2018_2019,2018-04-28 00:00:00,28/04/2018,,BUR,BHA,0,0
2018_2019,2018-04-28 00:00:00,28/04/2018,,CRY,LEI,5,0
2018_2019,2018-04-28 00:00:00,28/04/2018,,HUD,EVE,0,2
2018_2019,2018-04-28 00:00:00,28/04/2018,,LIV,STK,0,0
2018_2019,2018-04-28 00:00:00,28/04/2018,,NEW,WBA,0,1
2018_2019,2018-04-28 00:00:00,28/04/2018,,SOU,BOU,2,1
2018_2019,2018-04-28 00:00:00,28/04/2018,,SWA,CHE,0,1
2018_2019,2018-04-29 00:00:00,29/04/2018,,MUN,ARS,2,1
2018_2019,2018-04-29 00:00:00,29/04/2018,,WHU,MCI,1,4
2018_2019,2018-04-30 00:00:00,30/04/2018,,TOT,WAT,2,0
2018_2019,2018-05-04 00:00:00,04/05/2018,,BHA,MUN,1,0
2018_2019,2018-05-05 00:00:00,05/05/2018,,BOU,SWA,1,0
2018_2019,2018-05-05 00:00:00,05/05/2018,,EVE,SOU,1,1
2018_2019,2018-05-05 00:00:00,05/05/2018,,LEI,WHU,0,2
2018_2019,2018-05-05 00:00:00,05/05/2018,,STK,CRY,1,2
2018_2019,2018-05-05 00:00:00,05/05/2018,,WAT,NEW,2,1
2018_2019,2018-05-05 00:00:00,05/05/2018,,WBA,TOT,1,0
2018_2019,2018-05-06 00:00:00,06/05/2018,,ARS,BUR,5,0
2018_2019,2018-05-06 00:00:00,06/05/2018,,CHE,LIV,1,0
2018_2019,2018-05-06 00:00:00,06/05/2018,,MCI,HUD,0,0
2018_2019,2018-05-08 00:00:00,08/05/2018,,SWA,SOU,0,1
2018_2019,2018-05-09 00:00:00,09/05/2018,,CHE,HUD,1,1
2018_2019,2018-05-09 00:00:00,09/05/2018,,LEI,ARS,3,1
2018_2019,2018-05-09 00:00:00,09/05/2018,,MCI,BHA,3,1
2018_2019,2018-05-09 00:00:00,09/05/2018,,TOT,NEW,1,0
2018_2019,2018-05-10 00:00:00,10/05/2018,,WHU,MUN,0,0
2018_2019,2018-05-13 00:00:00,13/05/2018,,BUR,BOU,1,2
2018_2019,2018-05-13 00:00:00,13/05/2018,,CRY,WBA,2,0
2018_2019,2018-05-13 00:00:00,13/05/2018,,HUD,ARS,0,1
2018_2019,2018-05-13 00:00:00,13/05/2018,,LIV,BHA,4,0
2018_2019,2018-05-13 00:00:00,13/05/2018,,MUN,WAT,1,0
2018_2019,2018-05-13 00:00:00,13/05/2018,,NEW,CHE,3,0
2018_2019,2018-05-13 00:00:00,13/05/2018,,SOU,MCI,0,1
2018_2019,2018-05-13 00:00:00,13/05/2018,,SWA,STK,1,2
2018_2019,2018-05-13 00:00:00,13/05/2018,,TOT,LEI,5,4
2018_2019,2018-05-13 00:00:00,13/05/2018,,WHU,EVE,3,1
2019_2020,2019-08-09 00:00:00,09/08/2019,20:00:00,LIV,NOR,4,1
2019_2020,2019-08-10 00:00:00,10/08/2019,12:30:00,WHU,MCI,0,5
2019_2020,2019-08-10 00:00:00,10/08/2019,15:00:00,BOU,SHU,1,1
2019_2020,2019-08-10 00:00:00,10/08/2019,15:00:00,BUR,SOU,3,0
2019_2020,2019-08-10 00:00:00,10/08/2019,15:00:00,CRY,EVE,0,0
2019_2020,2019-08-10 00:00:00,10/08/2019,15:00:00,WAT,BHA,0,3
2019_2020,2019-08-10 00:00:00,10/08/2019,17:30:00,TOT,AVL,3,1
2019_2020,2019-08-11 00:00:00,11/08/2019,14:00:00,LEI,WOL,0,0
2019_2020,2019-08-11 00:00:00,11/08/2019,14:00:00,NEW,ARS,0,1
2019_2020,2019-08-11 00:00:00,11/08/2019,16:30:00,MUN,CHE,4,0
2019_2020,2019-08-17 00:00:00,17/08/2019,12:30:00,ARS,BUR,2,1
2019_2020,2019-08-17 00:00:00,17/08/2019,15:00:00,AVL,BOU,1,2
2019_2020,2019-08-17 00:00:00,17/08/2019,15:00:00,BHA,WHU,1,1
2019_2020,2019-08-17 00:00:00,17/08/2019,15:00:00,EVE,WAT,1,0
2019_2020,2019-08-17 00:00:00,17/08/2019,15:00:00,NOR,NEW,3,1
2019_2020,2019-08-17 00:00:00,17/08/2019,15:00:00,SOU,LIV,1,2
2019_2020,2019-08-17 00:00:00,17/08/2019,17:30:00,MCI,TOT,2,2
2019_2020,2019-08-18 00:00:00,18/08/2019,14:00:00,SHU,CRY,1,0
2019_2020,2019-08-18 00:00:00,18/08/2019,16:30:00,CHE,LEI,1,1
2019_2020,2019-08-19 00:00:00,19/08/2019,20:00:00,WOL,MUN,1,1
2019_2020,2019-08-23 00:00:00,23/08/2019,20:00:00,AVL,EVE,2,0
2019_2020,2019-08-24 00:00:00,24/08/2019,12:30:00,NOR,CHE,2,3
2019_2020,2019-08-24 00:00:00,24/08/2019,15:00:00,BHA,SOU,0,2
2019_2020,2019-08-24 00:00:00,24/08/2019,15:00:00,MUN,CRY,1,2
2019_2020,2019-08-24 00:00:00,24/08/2019,15:00:00,SHU,LEI,1,2
2019_2020,2019-08-24 00:00:00,24/08/2019,15:00:00,WAT,WHU,1,3
2019_2020,2019-08-24 00:00:00,24/08/2019,17:30:00,LIV,ARS,3,1
2019_2020,2019-08-25 00:00:00,25/08/2019,14:00:00,BOU,MCI,1,3
2019_2020,2019-08-25 00:00:00,25/08/2019,16:30:00,TOT,NEW,0,1
2019_2020,2019-08-25 00:00:00,25/08/2019,16:30:00,WOL,BUR,1,1
2019_2020,2019-08-31 00:00:00,31/08/2019,12:30:00,SOU,MUN,1,1
2019_2020,2019-08-31 00:00:00,31/08/2019,15:00:00,CHE,SHU,2,2
2019_2020,2019-08-31 00:00:00,31/08/2019,15:00:00,CRY,AVL,1,0
2019_2020,2019-08-31 00:00:00,31/08/2019,15:00:00,LEI,BOU,3,1
2019_2020,2019-08-31 00:00:00,31/08/2019,15:00:00,MCI,BHA,4,0
2019_2020,2019-08-31 00:00:00,31/08/2019,15:00:00,NEW,WAT,1,1
2019_2020,2019-08-31 00:00:00,31/08/2019,15:00:00,WHU,NOR,2,0
2019_2020,2019-08-31 00:00:00,31/08/2019,17:30:00,BUR,LIV,0,3
2019_2020,2019-09-01 00:00:00,01/09/2019,14:00:00,EVE,WOL,3,2
2019_2020,2019-09-01 00:00:00,01/09/2019,16:30:00,ARS,TOT,2,2
2019_2020,2019-09-14 00:00:00,14/09/2019,12:30:00,LIV,NEW,3,1
2019_2020,2019-09-14 00:00:00,14/09/2019,15:00:00,BHA,BUR,1,1
2019_2020,2019-09-14 00:00:00,14/09/2019,15:00:00,MUN,LEI,1,0
2019_2020,2019-09-14 00:00:00,14/09/2019,15:00:00,SHU,SOU,0,1
2019_2020,2019-09-14 00:00:00,14/09/2019,15:00:00,TOT,CRY,4,0
2019_2020,2019-09-14 00:00:00,14/09/2019,15:00:00,WOL,CHE,2,5
2019_2020,2019-09-14 00:00:00,14/09/2019,17:30:00,NOR,MCI,3,2
2019_2020,2019-09-15 00:00:00,15/09/2019,14:00:00,BOU,EVE,3,1
2019_2020,2019-09-15 00:00:00,15/09/2019,16:30:00,WAT,ARS,2,2
2019_2020,2019-09-16 00:00:00,16/09/2019,20:00:00,AVL,WHU,0,0
2019_2020,2019-09-20 00:00:00,20/09/2019,20:00:00,SOU,BOU,1,3
2019_2020,2019-09-21 00:00:00,21/09/2019,12:30:00,LEI,TOT,2,1
2019_2020,2019-09-21 00:00:00,21/09/2019,15:00:00,BUR,NOR,2,0
2019_2020,2019-09-21 00:00:00,21/09/2019,15:00:00,EVE,SHU,0,2
2019_2020,2019-09-21 00:00:00,21/09/2019,15:00:00,MCI,WAT,8,0
2019_2020,2019-09-21 00:00:00,21/09/2019,17:30:00,NEW,BHA,0,0
2019_2020,2019-09-22 00:00:00,22/09/2019,14:00:00,CRY,WOL,1,1
2019_2020,2019-09-22 00:00:00,22/09/2019,14:00:00,WHU,MUN,2,0
2019_2020,2019-09-22 00:00:00,22/09/2019,16:30:00,ARS,AVL,3,2
2019_2020,2019-09-22 00:00:00,22/09/2019,16:30:00,CHE,LIV,1,2
2019_2020,2019-09-28 00:00:00,28/09/2019,12:30:00,SHU,LIV,0,1
2019_2020,2019-09-28 00:00:00,28/09/2019,15:00:00,AVL,BUR,2,2
2019_2020,2019-09-28 00:00:00,28/09/2019,15:00:00,BOU,WHU,2,2
2019_2020,2019-09-28 00:00:00,28/09/2019,15:00:00,CHE,BHA,2,0
2019_2020,2019-09-28 00:00:00,28/09/2019,15:00:00,CRY,NOR,2,0
2019_2020,2019-09-28 00:00:00,28/09/2019,15:00:00,TOT,SOU,2,1
2019_2020,2019-09-28 00:00:00,28/09/2019,15:00:00,WOL,WAT,2,0
2019_2020,2019-09-28 00:00:00,28/09/2019,17:30:00,EVE,MCI,1,3
2019_2020,2019-09-29 00:00:00,29/09/2019,16:30:00,LEI,NEW,5,0
2019_2020,2019-09-30 00:00:00,30/09/2019,20:00:00,MUN,ARS,1,1
2019_2020,2019-10-05 00:00:00,05/10/2019,12:30:00,BHA,TOT,3,0
2019_2020,2019-10-05 00:00:00,05/10/2019,15:00:00,BUR,EVE,1,0
2019_2020,2019-10-05 00:00:00,05/10/2019,15:00:00,LIV,LEI,2,1
2019_2020,2019-10-05 00:00:00,05/10/2019,15:00:00,NOR,AVL,1,5
2019_2020,2019-10-05 00:00:00,05/10/2019,15:00:00,WAT,SHU,0,0
2019_2020,2019-10-05 00:00:00,05/10/2019,17:30:00,WHU,CRY,1,2
2019_2020,2019-10-06 00:00:00,06/10/2019,14:00:00,ARS,BOU,1,0
2019_2020,2019-10-06 00:00:00,06/10/2019,14:00:00,MCI,WOL,0,2
2019_2020,2019-10-06 00:00:00,06/10/2019,14:00:00,SOU,CHE,1,4
2019_2020,2019-10-06 00:00:00,06/10/2019,16:30:00,NEW,MUN,1,0
2019_2020,2019-10-19 00:00:00,19/10/2019,12:30:00,EVE,WHU,2,0
2019_2020,2019-10-19 00:00:00,19/10/2019,15:00:00,AVL,BHA,2,1
2019_2020,2019-10-19 00:00:00,19/10/2019,15:00:00,BOU,NOR,0,0
2019_2020,2019-10-19 00:00:00,19/10/2019,15:00:00,CHE,NEW,1,0
2019_2020,2019-10-19 00:00:00,19/10/2019,15:00:00,LEI,BUR,2,1
2019_2020,2019-10-19 00:00:00,19/10/2019,15:00:00,TOT,WAT,1,1
2019_2020,2019-10-19 00:00:00,19/10/2019,15:00:00,WOL,SOU,1,1
2019_2020,2019-10-19 00:00:00,19/10/2019,17:30:00,CRY,MCI,0,2
2019_2020,2019-10-20 00:00:00,20/10/2019,16:30:00,MUN,LIV,1,1
2019_2020,2019-10-21 00:00:00,21/10/2019,20:00:00,SHU,ARS,1,0
2019_2020,2019-10-25 00:00:00,25/10/2019,20:00:00,SOU,LEI,0,9
2019_2020,2019-10-26 00:00:00,26/10/2019,12:30:00,MCI,AVL,3,0
2019_2020,2019-10-26 00:00:00,26/10/2019,15:00:00,BHA,EVE,3,2
2019_2020,2019-10-26 00:00:00,26/10/2019,15:00:00,WAT,BOU,0,0
2019_2020,2019-10-26 00:00:00,26/10/2019,15:00:00,WHU,SHU,1,1
2019_2020,2019-10-26 00:00:00,26/10/2019,17:30:00,BUR,CHE,2,4
2019_2020,2019-10-27 00:00:00,27/10/2019,14:00:00,NEW,WOL,1,1
2019_2020,2019-10-27 00:00:00,27/10/2019,16:30:00,ARS,CRY,2,2
2019_2020,2019-10-27 00:00:00,27/10/2019,16:30:00,LIV,TOT,2,1
2019_2020,2019-10-27 00:00:00,27/10/2019,16:30:00,NOR,MUN,1,3
2019_2020,2019-11-02 00:00:00,02/11/2019,12:30:00,BOU,MUN,1,0
2019_2020,2019-11-02 00:00:00,02/11/2019,15:00:00,ARS,WOL,1,1
2019_2020,2019-11-02 00:00:00,02/11/2019,15:00:00,AVL,LIV,1,2
2019_2020,2019-11-02 00:00:00,02/11/2019,15:00:00,BHA,NOR,2,0
2019_2020,2019-11-02 00:00:00,02/11/2019,15:00:00,MCI,SOU,2,1
2019_2020,2019-11-02 00:00:00,02/11/2019,15:00:00,SHU,BUR,3,0
2019_2020,2019-11-02 00:00:00,02/11/2019,15:00:00,WHU,NEW,2,3
2019_2020,2019-11-02 00:00:00,02/11/2019,17:30:00,WAT,CHE,1,2
2019_2020,2019-11-03 00:00:00,03/11/2019,14:00:00,CRY,LEI,0,2
2019_2020,2019-11-03 00:00:00,03/11/2019,16:30:00,EVE,TOT,1,1
2019_2020,2019-11-08 00:00:00,08/11/2019,20:00:00,NOR,WAT,0,2
2019_2020,2019-11-09 00:00:00,09/11/2019,12:30:00,CHE,CRY,2,0
2019_2020,2019-11-09 00:00:00,09/11/2019,15:00:00,BUR,WHU,3,0
2019_2020,2019-11-09 00:00:00,09/11/2019,15:00:00,NEW,BOU,2,1
2019_2020,2019-11-09 00:00:00,09/11/2019,15:00:00,SOU,EVE,1,2
2019_2020,2019-11-09 00:00:00,09/11/2019,15:00:00,TOT,SHU,1,1
2019_2020,2019-11-09 00:00:00,09/11/2019,17:30:00,LEI,ARS,2,0
2019_2020,2019-11-10 00:00:00,10/11/2019,14:00:00,MUN,BHA,3,1
2019_2020,2019-11-10 00:00:00,10/11/2019,14:00:00,WOL,AVL,2,1
2019_2020,2019-11-10 00:00:00,10/11/2019,16:30:00,LIV,MCI,3,1
2019_2020,2019-11-23 00:00:00,23/11/2019,12:30:00,WHU,TOT,2,3
2019_2020,2019-11-23 00:00:00,23/11/2019,15:00:00,ARS,SOU,2,2
2019_2020,2019-11-23 00:00:00,23/11/2019,15:00:00,BHA,LEI,0,2
2019_2020,2019-11-23 00:00:00,23/11/2019,15:00:00,BOU,WOL,1,2
2019_2020,2019-11-23 00:00:00,23/11/2019,15:00:00,CRY,LIV,1,2
2019_2020,2019-11-23 00:00:00,23/11/2019,15:00:00,EVE,NOR,0,2
2019_2020,2019-11-23 00:00:00,23/11/2019,15:00:00,WAT,BUR,0,3
2019_2020,2019-11-23 00:00:00,23/11/2019,17:30:00,MCI,CHE,2,1
2019_2020,2019-11-24 00:00:00,24/11/2019,16:30:00,SHU,MUN,3,3
2019_2020,2019-11-25 00:00:00,25/11/2019,20:00:00,AVL,NEW,2,0
2019_2020,2019-11-30 00:00:00,30/11/2019,12:30:00,NEW,MCI,2,2
2019_2020,2019-11-30 00:00:00,30/11/2019,15:00:00,BUR,CRY,0,2
2019_2020,2019-11-30 00:00:00,30/11/2019,15:00:00,CHE,WHU,0,1
2019_2020,2019-11-30 00:00:00,30/11/2019,15:00:00,LIV,BHA,2,1
2019_2020,2019-11-30 00:00:00,30/11/2019,15:00:00,TOT,BOU,3,2
2019_2020,2019-11-30 00:00:00,30/11/2019,17:30:00,SOU,WAT,2,1
2019_2020,2019-12-01 00:00:00,01/12/2019,14:00:00,NOR,ARS,2,2
2019_2020,2019-12-01 00:00:00,01/12/2019,14:00:00,WOL,SHU,1,1
2019_2020,2019-12-01 00:00:00,01/12/2019,16:30:00,LEI,EVE,2,1
2019_2020,2019-12-01 00:00:00,01/12/2019,16:30:00,MUN,AVL,2,2
